Dataset,Method,Frac_Labeled,Best_Accuracy,Best_Param
Indian_Pines,l1_res,0.0001,0.307,0.001
Indian_Pines,l1_res,0.0005,0.30540000000000006,1e-06
Indian_Pines,l1_res,0.005,0.44800000000000006,0.001
Indian_Pines,l1_res,0.01,0.5159999999999999,0.001
Indian_Pines,l1_res,0.05,0.6409999999999999,0.0001
Indian_Pines,l1_res,0.1,0.6844,0.0001
